PRODUCT (L0),PRODUCT (L1),PRODUCT (L2),PRODUCT (L3),PRODUCT (L4),PRODUCT_CRD_INDICATOR,PRODUCT_PK
Banking,Banking Others,Banking Input,Banking Input,Banking Input,FPNA,;L0Banking;L1Banking Others;L2Banking Input;L3Banking Input;L4Banking Input;
Markets,Credit Trading,Structured Credit Trading,LCY JV (SPT - Macro),LCY JV (SPT - Macro) Trading,FPNA,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3LCY JV (SPT - Macro);L4LCY JV (SPT - Macro) Trading;
Markets,Credit Trading,Structured Credit Trading,NAV-Hybrid,NAV-Hybrid Banking,CIB,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3NAV-Hybrid;L4NAV-Hybrid Banking;
Markets,Credit Trading,Structured Credit Trading,NAV-Hybrid,NAV-Hybrid Banking,FPNA,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3NAV-Hybrid;L4NAV-Hybrid Banking;
Markets,Credit Trading,Structured Credit Trading,NAV-Hybrid,NAV-Hybrid Trading,CIB,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3NAV-Hybrid;L4NAV-Hybrid Trading;
Markets,Credit Trading,Structured Credit Trading,NAV-Hybrid,NAV-Hybrid Trading,FPNA,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3NAV-Hybrid;L4NAV-Hybrid Trading;
Markets,Credit Trading,Structured Credit Trading,SCT,SCT Banking Agency,CIB,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3SCT;L4SCT Banking Agency;
Markets,Credit Trading,Structured Credit Trading,SCT,SCT Banking Agency,FPNA,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3SCT;L4SCT Banking Agency;
Markets,Credit Trading,Structured Credit Trading,SCT,SCT Banking Financing,CIB,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3SCT;L4SCT Banking Financing;
Markets,Credit Trading,Structured Credit Trading,SCT,SCT Banking Financing,FPNA,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3SCT;L4SCT Banking Financing;
Markets,Credit Trading,Structured Credit Trading,SCT,SCT Trading,CIB,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3SCT;L4SCT Trading;
Markets,Credit Trading,Structured Credit Trading,SCT,SCT Trading,FPNA,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3SCT;L4SCT Trading;
Markets,Credit Trading,Structured Credit Trading,SCT - ABL,SCT JV Banking - ABL,CIB,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3SCT - ABL;L4SCT JV Banking - ABL;
Markets,Credit Trading,Structured Credit Trading,SCT - ABL,SCT JV Banking - ABL,FPNA,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3SCT - ABL;L4SCT JV Banking - ABL;
Markets,Credit Trading,Structured Credit Trading,SCT - ABL,SCT JV Trading - ABL,CIB,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3SCT - ABL;L4SCT JV Trading - ABL;
Markets,Credit Trading,Structured Credit Trading,SCT - ABL,SCT JV Trading - ABL,FPNA,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3SCT - ABL;L4SCT JV Trading - ABL;
Markets,Credit Trading,Structured Credit Trading,SCT JV (Macro),SCT JV Banking Agency,CIB,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3SCT JV (Macro);L4SCT JV Banking Agency;
Markets,Credit Trading,Structured Credit Trading,SCT JV (Macro),SCT JV Banking Agency,FPNA,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3SCT JV (Macro);L4SCT JV Banking Agency;
Markets,Credit Trading,Structured Credit Trading,SCT JV (Macro),SCT JV Banking Financing,CIB,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3SCT JV (Macro);L4SCT JV Banking Financing;
Markets,Credit Trading,Structured Credit Trading,SCT JV (Macro),SCT JV Banking Financing,FPNA,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3SCT JV (Macro);L4SCT JV Banking Financing;
Markets,Credit Trading,Structured Credit Trading,SCT JV (Macro),SCT JV Trading,CIB,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3SCT JV (Macro);L4SCT JV Trading;
Markets,Credit Trading,Structured Credit Trading,SCT JV (Macro),SCT JV Trading,FPNA,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3SCT JV (Macro);L4SCT JV Trading;
Markets,Credit Trading,Structured Credit Trading,SCT JV (SPT),SCT JV Banking (SPT),CIB,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3SCT JV (SPT);L4SCT JV Banking (SPT);
Markets,Credit Trading,Structured Credit Trading,SCT JV (SPT),SCT JV Banking (SPT),FPNA,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3SCT JV (SPT);L4SCT JV Banking (SPT);
Markets,Credit Trading,Structured Credit Trading,Structured Credit Trading,Structured Credit Trading Input,CIB,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3Structured Credit Trading;L4Structured Credit Trading Input;
Markets,Credit Trading,Structured Credit Trading,Structured Credit Trading Input,Structured Credit Trading Input,FPNA,;L0Markets;L1Credit Trading;L2Structured Credit Trading;L3Structured Credit Trading Input;L4Structured Credit Trading Input;
Markets,Macro Trading,Commodities,Agriculture,Commodities - Agriculture,CIB,;L0Markets;L1Macro Trading;L2Commodities;L3Agriculture;L4Commodities - Agriculture;
Markets,Macro Trading,Commodities,Agriculture,Commodities - Agriculture,FPNA,;L0Markets;L1Macro Trading;L2Commodities;L3Agriculture;L4Commodities - Agriculture;
Markets,Macro Trading,Commodities,Base Metals,Commodities - Base Metals,CIB,;L0Markets;L1Macro Trading;L2Commodities;L3Base Metals;L4Commodities - Base Metals;
Markets,Macro Trading,Commodities,Base Metals,Commodities - Base Metals,FPNA,;L0Markets;L1Macro Trading;L2Commodities;L3Base Metals;L4Commodities - Base Metals;
Markets,Macro Trading,Commodities,Commodities,Commodity Derivatives Input,CIB,;L0Markets;L1Macro Trading;L2Commodities;L3Commodities;L4Commodity Derivatives Input;
Markets,Macro Trading,Commodities,Commodities,FMB PYOE Commodities,CIB,;L0Markets;L1Macro Trading;L2Commodities;L3Commodities;L4FMB PYOE Commodities;
Markets,Macro Trading,Commodities,Commodities Management,Commodities Mgmt,CIB,;L0Markets;L1Macro Trading;L2Commodities;L3Commodities Management;L4Commodities Mgmt;
Markets,Macro Trading,Commodities,Commodities Management,Commodities Mgmt,FPNA,;L0Markets;L1Macro Trading;L2Commodities;L3Commodities Management;L4Commodities Mgmt;
Markets,Macro Trading,Commodities,Commodities Management,Commodities XVA Waiver,CIB,;L0Markets;L1Macro Trading;L2Commodities;L3Commodities Management;L4Commodities XVA Waiver;
Markets,Macro Trading,Commodities,Commodities Management,Commodities XVA Waiver,FPNA,;L0Markets;L1Macro Trading;L2Commodities;L3Commodities Management;L4Commodities XVA Waiver;
Markets,Macro Trading,Commodities,Commodity Derivatives - Input,Commodity Derivatives Input,FPNA,;L0Markets;L1Macro Trading;L2Commodities;L3Commodity Derivatives - Input;L4Commodity Derivatives Input;
Markets,Macro Trading,Commodities,Energy,Commodities - Energy,CIB,;L0Markets;L1Macro Trading;L2Commodities;L3Energy;L4Commodities - Energy;
Markets,Macro Trading,Commodities,Energy,Commodities - Energy,FPNA,;L0Markets;L1Macro Trading;L2Commodities;L3Energy;L4Commodities - Energy;
Markets,Macro Trading,Commodities,FMB PYOE Commodities,FMB PYOE Commodities,FPNA,;L0Markets;L1Macro Trading;L2Commodities;L3FMB PYOE Commodities;L4FMB PYOE Commodities;
Markets,Macro Trading,Commodities,Physical Commodity Solutions,Commodities - Physical Commodity Solutions,FPNA,;L0Markets;L1Macro Trading;L2Commodities;L3Physical Commodity Solutions;L4Commodities - Physical Commodity Solutions;
Markets,Macro Trading,Commodities,Physical Commodity Solutions,Commodities Physical Commodity Solutions,CIB,;L0Markets;L1Macro Trading;L2Commodities;L3Physical Commodity Solutions;L4Commodities Physical Commodity Solutions;
Markets,Macro Trading,Commodities,Precious Metals,Commodities - Precious Metals,CIB,;L0Markets;L1Macro Trading;L2Commodities;L3Precious Metals;L4Commodities - Precious Metals;
Markets,Macro Trading,Commodities,Precious Metals,Commodities - Precious Metals,FPNA,;L0Markets;L1Macro Trading;L2Commodities;L3Precious Metals;L4Commodities - Precious Metals;
Markets,Macro Trading,FX,FX,FX - Input,CIB,;L0Markets;L1Macro Trading;L2FX;L3FX;L4FX - Input;
Markets,Macro Trading,FXO,FXO,FXO - Inp,CIB,;L0Markets;L1Macro Trading;L2FXO;L3FXO;L4FXO - Inp;
Markets,Macro Trading,Macro Trading FX,FX,FMB PYOE FX,CIB,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FX;L4FMB PYOE FX;
Markets,Macro Trading,Macro Trading FX,FX,FMB PYOE FX,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FX;L4FMB PYOE FX;
Markets,Macro Trading,Macro Trading FX,FX,FX - Data Commercialisation,CIB,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FX;L4FX - Data Commercialisation;
Markets,Macro Trading,Macro Trading FX,FX,FX - Data Commercialisation,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FX;L4FX - Data Commercialisation;
Markets,Macro Trading,Macro Trading FX,FX,FX AME,CIB,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FX;L4FX AME;
Markets,Macro Trading,Macro Trading FX,FX,FX AME,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FX;L4FX AME;
Markets,Macro Trading,Macro Trading FX,FX,FX ASA,CIB,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FX;L4FX ASA;
Markets,Macro Trading,Macro Trading FX,FX,FX ASA,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FX;L4FX ASA;
Markets,Macro Trading,Macro Trading FX,FX,FX Americas,CIB,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FX;L4FX Americas;
Markets,Macro Trading,Macro Trading FX,FX,FX Americas,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FX;L4FX Americas;
Markets,Macro Trading,Macro Trading FX,FX,FX GCNA,CIB,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FX;L4FX GCNA;
Markets,Macro Trading,Macro Trading FX,FX,FX GCNA,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FX;L4FX GCNA;
Markets,Macro Trading,Macro Trading FX,FX,FX Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FX;L4FX Input;
Markets,Macro Trading,Macro Trading FX,FX,FX Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FX;L4FX Input;
Markets,Macro Trading,Macro Trading FX,FX,FX Management,CIB,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FX;L4FX Management;
Markets,Macro Trading,Macro Trading FX,FX,FX Management,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FX;L4FX Management;
Markets,Macro Trading,Macro Trading FX,FX,FX TB-FX,CIB,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FX;L4FX TB-FX;
Markets,Macro Trading,Macro Trading FX,FX,FX TB-FX,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FX;L4FX TB-FX;
Markets,Macro Trading,Macro Trading FX,FX,FX UK Europe,CIB,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FX;L4FX UK Europe;
Markets,Macro Trading,Macro Trading FX,FX,FX UK Europe,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FX;L4FX UK Europe;
Markets,Macro Trading,Macro Trading FX,FXO,FMB PYOE FXO,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FMB PYOE FXO;
Markets,Macro Trading,Macro Trading FX,FXO,FX Macro Trading Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FX Macro Trading Input;
Markets,Macro Trading,Macro Trading FX,FXO,FXO,CIB,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO;
Markets,Macro Trading,Macro Trading FX,FXO,FXO - Admin BTB,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO - Admin BTB;
Markets,Macro Trading,Macro Trading FX,FXO,FXO - Admin Hedge Overlay,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO - Admin Hedge Overlay;
Markets,Macro Trading,Macro Trading FX,FXO,FXO - Admin Others,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO - Admin Others;
Markets,Macro Trading,Macro Trading FX,FXO,FXO - Management,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO - Management;
Markets,Macro Trading,Macro Trading FX,FXO,FXO Admin,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO Admin;
Markets,Macro Trading,Macro Trading FX,FXO,FXO CEE MEA,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO CEE MEA;
Markets,Macro Trading,Macro Trading FX,FXO,FXO EM East,CIB,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO EM East;
Markets,Macro Trading,Macro Trading FX,FXO,FXO EM East Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO EM East Input;
Markets,Macro Trading,Macro Trading FX,FXO,FXO EM East Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO EM East Input;
Markets,Macro Trading,Macro Trading FX,FXO,FXO EM West,CIB,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO EM West;
Markets,Macro Trading,Macro Trading FX,FXO,FXO EM West Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO EM West Input;
Markets,Macro Trading,Macro Trading FX,FXO,FXO EM West Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO EM West Input;
Markets,Macro Trading,Macro Trading FX,FXO,FXO G10,CIB,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO G10;
Markets,Macro Trading,Macro Trading FX,FXO,FXO G10 East,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO G10 East;
Markets,Macro Trading,Macro Trading FX,FXO,FXO G10 Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO G10 Input;
Markets,Macro Trading,Macro Trading FX,FXO,FXO G10 West,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO G10 West;
Markets,Macro Trading,Macro Trading FX,FXO,FXO Index Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO Index Input;
Markets,Macro Trading,Macro Trading FX,FXO,FXO Index Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO Index Input;
Markets,Macro Trading,Macro Trading FX,FXO,FXO Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO Input;
Markets,Macro Trading,Macro Trading FX,FXO,FXO Korea,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO Korea;
Markets,Macro Trading,Macro Trading FX,FXO,FXO LATAM,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO LATAM;
Markets,Macro Trading,Macro Trading FX,FXO,FXO NEA,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO NEA;
Markets,Macro Trading,Macro Trading FX,FXO,FXO Other,CIB,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO Other;
Markets,Macro Trading,Macro Trading FX,FXO,FXO Other Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO Other Input;
Markets,Macro Trading,Macro Trading FX,FXO,FXO SA,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO SA;
Markets,Macro Trading,Macro Trading FX,FXO,FXO SEA,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO SEA;
Markets,Macro Trading,Macro Trading FX,FXO,FXO Structured,CIB,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4FXO Structured;
Markets,Macro Trading,Macro Trading FX,FXO,Structured FX,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading FX;L3FXO;L4Structured FX;
Markets,Macro Trading,Macro Trading Rates,Credit JV Macro,Credit JV Macro Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Credit JV Macro;L4Credit JV Macro Input;
Markets,Macro Trading,Macro Trading Rates,Credit JV Macro,Credit JV Macro Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Credit JV Macro;L4Credit JV Macro Input;
Markets,Macro Trading,Macro Trading Rates,Credit JV Macro,Licensing Vehicle - Credit JV,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Credit JV Macro;L4Licensing Vehicle - Credit JV;
Markets,Macro Trading,Macro Trading Rates,FI Rates Input,FI Rates Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3FI Rates Input;L4FI Rates Input;
Markets,Macro Trading,Macro Trading Rates,FMB PYOE Rates,FMB PYOE Rates,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3FMB PYOE Rates;L4FMB PYOE Rates;
Markets,Macro Trading,Macro Trading Rates,FXO MGMT,FXO management,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3FXO MGMT;L4FXO management;
Markets,Macro Trading,Macro Trading Rates,FXO Mgmt,FXO management,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3FXO Mgmt;L4FXO management;
Markets,Macro Trading,Macro Trading Rates,G10 Swaps,G10 Rates,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3G10 Swaps;L4G10 Rates;
Markets,Macro Trading,Macro Trading Rates,G10 Swaps,G10 Rates,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3G10 Swaps;L4G10 Rates;
Markets,Macro Trading,Macro Trading Rates,G10 Swaps,G10 Stirt,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3G10 Swaps;L4G10 Stirt;
Markets,Macro Trading,Macro Trading Rates,G10 Swaps,G10 Stirt,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3G10 Swaps;L4G10 Stirt;
Markets,Macro Trading,Macro Trading Rates,G10 Swaps,G10 Swaps - Inp,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3G10 Swaps;L4G10 Swaps - Inp;
Markets,Macro Trading,Macro Trading Rates,G10 Swaps,G10 Swaps Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3G10 Swaps;L4G10 Swaps Input;
Markets,Macro Trading,Macro Trading Rates,Global Rates Management,Global Rates Management Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Global Rates Management;L4Global Rates Management Input;
Markets,Macro Trading,Macro Trading Rates,Global Rates Management,Global Rates Mgmt,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Global Rates Management;L4Global Rates Mgmt;
Markets,Macro Trading,Macro Trading Rates,Global Rates Management,Global Rates Mgmt,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Global Rates Management;L4Global Rates Mgmt;
Markets,Macro Trading,Macro Trading Rates,Global Rates Management,Global Rates Mgmt_input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Global Rates Management;L4Global Rates Mgmt_input;
Markets,Macro Trading,Macro Trading Rates,IRT Desk,IRT Desk,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3IRT Desk;L4IRT Desk;
Markets,Macro Trading,Macro Trading Rates,Macro - Global FXO,Macro Global FXO Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro - Global FXO;L4Macro Global FXO Input;
Markets,Macro Trading,Macro Trading Rates,Macro - Global Rates,Macro Global Rates Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro - Global Rates;L4Macro Global Rates Input;
Markets,Macro Trading,Macro Trading Rates,Macro AME,Macro AME Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro AME;L4Macro AME Input;
Markets,Macro Trading,Macro Trading Rates,Macro AME,Macro AME Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro AME;L4Macro AME Input;
Markets,Macro Trading,Macro Trading Rates,Macro ASA,Macro ASA Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro ASA;L4Macro ASA Input;
Markets,Macro Trading,Macro Trading Rates,Macro ASA,Macro ASA Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro ASA;L4Macro ASA Input;
Markets,Macro Trading,Macro Trading Rates,Macro E&A Local Markets,Credit JV Macro,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro E&A Local Markets;L4Credit JV Macro;
Markets,Macro Trading,Macro Trading Rates,Macro E&A Local Markets,Macro E&A Local Markets Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro E&A Local Markets;L4Macro E&A Local Markets Input;
Markets,Macro Trading,Macro Trading Rates,Macro E&A Local Markets,Macro E&A Local Markets Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro E&A Local Markets;L4Macro E&A Local Markets Input;
Markets,Macro Trading,Macro Trading Rates,Macro GCNA,Macro GCNA Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro GCNA;L4Macro GCNA Input;
Markets,Macro Trading,Macro Trading Rates,Macro GCNA,Macro GCNA Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro GCNA;L4Macro GCNA Input;
Markets,Macro Trading,Macro Trading Rates,Macro Global FX Cash,Macro Global FX Cash Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro Global FX Cash;L4Macro Global FX Cash Input;
Markets,Macro Trading,Macro Trading Rates,Macro Global FX Cash,Macro Global FX Cash Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro Global FX Cash;L4Macro Global FX Cash Input;
Markets,Macro Trading,Macro Trading Rates,Macro Global FXO,Macro Global FXO Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro Global FXO;L4Macro Global FXO Input;
Markets,Macro Trading,Macro Trading Rates,Macro Global Rates,Macro Global Rates Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro Global Rates;L4Macro Global Rates Input;
Markets,Macro Trading,Macro Trading Rates,Macro JV Rates,Client Access JV,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro JV Rates;L4Client Access JV;
Markets,Macro Trading,Macro Trading Rates,Macro JV Rates,Client Access JV,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro JV Rates;L4Client Access JV;
Markets,Macro Trading,Macro Trading Rates,Macro JV Rates,EM Rates LCY JV,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro JV Rates;L4EM Rates LCY JV;
Markets,Macro Trading,Macro Trading Rates,Macro JV Rates,EM Rates LCY JV,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro JV Rates;L4EM Rates LCY JV;
Markets,Macro Trading,Macro Trading Rates,Macro JV Rates,Licensing Vehicle - JV,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro JV Rates;L4Licensing Vehicle - JV;
Markets,Macro Trading,Macro Trading Rates,Macro JV Rates,Macro JV Rates Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro JV Rates;L4Macro JV Rates Input;
Markets,Macro Trading,Macro Trading Rates,Macro JV Rates,Macro JV Rates Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro JV Rates;L4Macro JV Rates Input;
Markets,Macro Trading,Macro Trading Rates,Macro JV Rates,Structured Financing JV,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro JV Rates;L4Structured Financing JV;
Markets,Macro Trading,Macro Trading Rates,Macro JV Rates,Structured Financing JV,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro JV Rates;L4Structured Financing JV;
Markets,Macro Trading,Macro Trading Rates,Macro Management,G10 Rates Management,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro Management;L4G10 Rates Management;
Markets,Macro Trading,Macro Trading Rates,Macro Management,G10 Rates Mgmt,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro Management;L4G10 Rates Mgmt;
Markets,Macro Trading,Macro Trading Rates,Macro Management,Macro Management Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro Management;L4Macro Management Input;
Markets,Macro Trading,Macro Trading Rates,Macro Management,Macro Management Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro Management;L4Macro Management Input;
Markets,Macro Trading,Macro Trading Rates,Macro Operational Events,Macro Operational Events Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro Operational Events;L4Macro Operational Events Input;
Markets,Macro Trading,Macro Trading Rates,Macro Operational Events,Macro Operational Events Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro Operational Events;L4Macro Operational Events Input;
Markets,Macro Trading,Macro Trading Rates,Macro Trading Rates,FI Rates Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro Trading Rates;L4FI Rates Input;
Markets,Macro Trading,Macro Trading Rates,Macro Trading Rates,FMB PYOE Rates,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro Trading Rates;L4FMB PYOE Rates;
Markets,Macro Trading,Macro Trading Rates,Macro Trading Rates,IRT Desk,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro Trading Rates;L4IRT Desk;
Markets,Macro Trading,Macro Trading Rates,Macro Trading Rates,Rates Financing,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Macro Trading Rates;L4Rates Financing;
Markets,Macro Trading,Macro Trading Rates,Rates Financing,Rates Financing,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Rates Financing;L4Rates Financing;
Markets,Macro Trading,Macro Trading Rates,Rates Structured,Rates Structured Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Rates Structured;L4Rates Structured Input;
Markets,Macro Trading,Macro Trading Rates,Rates Structured,Rates Structured Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Rates Structured;L4Rates Structured Input;
Markets,Macro Trading,Macro Trading Rates,Rates Structured,Structured Rates,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Rates Structured;L4Structured Rates;
Markets,Macro Trading,Macro Trading Rates,Rates Structured,Structured Rates,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Rates Structured;L4Structured Rates;
Markets,Macro Trading,Macro Trading Rates,Rates Structured,Structured Rates Primary,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Rates Structured;L4Structured Rates Primary;
Markets,Macro Trading,Macro Trading Rates,Rates Structured,Structured Rates Primary,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Rates Structured;L4Structured Rates Primary;
