,,Mandatory,Mandatory,Mandatory,Mandatory,``,Mandatory,Mandatory,Mandatory,Mandatory,,
,PC,FSDP,fsdp_mdu.db.Tables::CREDIT_GRADE,DELETE_FLAG,STG_FSDP,STG_CREDIT_GRADE,DELETE_FLAG,,NVARCHAR,,,
,PC,FSDP,fsdp_mdu.db.Tables::CREDIT_GRADE,UPDATED_BY,STG_FSDP,STG_CREDIT_GRADE,UPDATED_BY,,NVARCHAR,,,
,PC,FSDP,fsdp_mdu.db.Tables::CREDIT_GRADE,UPDATED_DTTM,STG_FSDP,STG_CREDIT_GRADE,UPDATED_DTTM,,TIMESTAMP,,,
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,AccrualDayCount,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,AccrualDayCount_Std,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,AccrualStartDate,,DATE,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,AccruedFactor,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,Basel3Designation,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,BBGcomments,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,BBGCommonticker,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,BBGUniqueid,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,BloombergCompositeRating,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,BloombergIdentifier,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,BloombergInstrumentdesc,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,BloombergInstrumentId,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,BloombergPRPLIndicator,,BOOLEAN,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,BloombergTicker,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,BusinessValidFrom,,DATE,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,BusinessValidTo,,DATE,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CalculationType,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CallDate,,DATE,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CapitalContingentIndicator,,BOOLEAN,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CapitalizationFactor,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,ChinaInterbankID,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,Class,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,Clearinghouse,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CollateralType,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CollPriceSpeed,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,ConversionRatioAmount,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,Coupon,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CouponBusinessDayConvention,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CouponBusinessDayConvention_Std,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CouponCalendarDayConvention,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CouponCurrency,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CouponFrequency,,INTEGER,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CouponFrequency_Std,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CouponPaymentPeriod_Std,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CouponPaymentPeriodLength,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CouponPaymentPeriodTimeUnit,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CouponRate,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CouponRateFixingMethod,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CouponType,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CoveredBond,,BOOLEAN,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CpnRateFixingMethod,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,CUSIP,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,DayCount,,INTEGER,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,Description,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,DimSumBondIndicator,,BOOLEAN,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,DiscountDollarPrice,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,DiscountMargin,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,DividendCurrency,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,DividendPaymentPeriodTimeUnit,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,DividendRate,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,DividendType,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,Entityshortname,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,ExchangeCode,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,ExchangeMICCode,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,ExchangeRate,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,ExDividendDays,,INTEGER,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,FIGI,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,FinancialInstrumentCategory,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,FinancialInstrumentID,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,FinancialInstrumentName,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,FinancialInstrumentType,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,Firstcalldate,,DATE,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,FirstCallDateIssuance,,DATE,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,FirstCouponPaymentDate,,DATE,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,FirstCouponPeriodType,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,FitchRating,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,FitchRatingLTMM,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,FitchRatingSTMM,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,FloaterSpread,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,FloatingRateIndex,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,FloatingRateIndexName,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,FloatingRateIndexTenor,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,FloatingRateSpread,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,GuarantorCompanyID,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,GuarantorName,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,High,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,HongKongCmuId,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IndexFormula,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IndexRatio,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IndustryGroup,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IndustrySector,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,InflationLinkedIndicator,,BOOLEAN,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,InflationReferenceIndex,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,InstrumentClass,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,InstrumentCouponType,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,InstrumentCurrency,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,InstrumentID,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,InstrumentID1,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,InstrumentLongName,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,InstrumentPrimaryType,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,InstrumentSecondaryType,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,InstrumentShortName,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,InstrumentSubType,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,InstrumentTertiaryType,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,InstrumentTyp2,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,InternalCreditGrade,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IsBankruptcy,,BOOLEAN,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IsCallable,,BOOLEAN,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IsCD,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IsCertificateOfDeposit,,BOOLEAN,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IsConvertible,,BOOLEAN,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IsFactorable,,BOOLEAN,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IsFactorableInstrument,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IsFloater,,BOOLEAN,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,ISIN,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IsIslamic,,BOOLEAN,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IsPutable,,BOOLEAN,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IsSenior,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IsSTSSecuritization,,BOOLEAN,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IsSubordinate,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IsSubordinated,,BOOLEAN,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssueCountryCode,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssueDate,,DATE,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssueMarketCode,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssuePrice,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssuePriceCurrency,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssuerCompanyID,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssuerCountry,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssuerCountryCode,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssuerCountryFullName,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssuerCountryName,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssuerCountryOfDomicile,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssuerCountryOfIncorporation,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssuerFitchRating,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssuerFMID,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssuerID,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssuerIDExternal,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssuerIndustry,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssuerLEID,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssuerLongName,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssuerMoodysRating,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssuerShortName,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssuerSPRating,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IssuerSubProfileID,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,IsWhenIssued,,BOOLEAN,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,LastCouponPeriodType,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,LastResetDate,,DATE,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,LotSize,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,Low,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,MarketCode,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,MarketExchangeName,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,MarketIdentifierCode,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,MaturityDate,,DATE,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,MinimumDenomination,,INTEGER,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,MoodysRating,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,MoodysRatingLTMM,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,MoodysRatingSTMM,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,MortgageCallDate,,DATE,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,MortgageFactor,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,MortgageTrancheType,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,MortgageType,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,NextCouponSettlementDate,,DATE,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,NextResetDate,,DATE,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,NextSinkDate,,DATE,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,NominalAmount,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,Open,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,OriginatorName,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,OutstandingSecurities,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,ParentCompanyName,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,PartyISOCountry,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,ParValue,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,ParValueCurrency,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,Perpetual,,BOOLEAN,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,PreferredOrCommonStock,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,PrepaymentType,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,PreviousCouponSettlementDate,,DATE,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,PricingDate,,DATE,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,PrimaryExchangeMICCode,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,PrincipalFactor,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,PrivatePlacementIndicator,,BOOLEAN,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,ProceedsCurrency,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,PutDate,,DATE,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,PutOrCall,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,QuotationType,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,RateCap,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,RateFloor,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,RedemptionCurrency,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,RedemptionPrice,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,RedemptionPriceCurrency,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,ReferenceIndex,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,ResetFrequency,,DECIMAL,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,ResetFrequency_Std,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,ResetFrequencyCode,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,RIC,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,ScheduleCouponPaymentFrequency,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,SCInstrumentID,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,SecondaryMarketSettlementPeriod,,INTEGER,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,SectorGroup,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,SectorMarket,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,SectorSubgroup,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,SecurityCategory,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,SecurityDescription,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,SecurityIssuerSICCode,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,SecurityIssuerSICName,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,SecurityType,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,SecurityType2,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,SEDOL,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,Seniority,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,SeniorityMIFID,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,Series,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,SettlementCurrency,,NVARCHAR,,,Only db structure exists; data to be populated post keystone release
,,,,,STG_FSDP,STG_CV_FinInstmHybrid,SettlementDate,,DATE,,,Only db structure exists; data to be populated post keystone release
